QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
KKOIIGHA_00705	COG1292	440903	0.0	51.744	BetT	Choline-glycine betaine transporter	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00706	COG0834	440596	5.41e-58	31.739	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	E	Amino acid transport and metabolism
KKOIIGHA_00707	COG0765	440528	2.93e-59	40.107	HisM	ABC-type amino acid transport system, permease component	E	Amino acid transport and metabolism
KKOIIGHA_00708	COG1126	440743	5.87e-161	63.18	GlnQ	ABC-type polar amino acid transport system, ATPase component	E	Amino acid transport and metabolism
KKOIIGHA_00709	COG0765	440528	5.97e-86	51.402	HisM	ABC-type amino acid transport system, permease component	E	Amino acid transport and metabolism
KKOIIGHA_00710	COG2005	441608	2.15e-42	40.87	ModE	DNA-binding transcriptional regulator ModE (molybdenum-dependent)	K	Transcription
KKOIIGHA_00711	COG0725	440489	4.09e-82	39.922	ModA	ABC-type molybdate transport system, periplasmic Mo-binding protein ModA	P	Inorganic ion transport and metabolism
KKOIIGHA_00712	COG4149	443320	1.01e-87	53.125	ModB	ABC-type molybdate transport system, permease component ModB	P	Inorganic ion transport and metabolism
KKOIIGHA_00713	COG4148	443319	9.84e-164	53.541	ModC	ABC-type molybdate transport system, ATPase component ModC	P	Inorganic ion transport and metabolism
KKOIIGHA_00714	COG3283	442513	0.0	51.938	TyrR	Transcriptional regulator TyrR of aromatic amino acids metabolism	K	Transcription
KKOIIGHA_00715	COG3186	442419	1.33e-145	56.809	PhhA	Phenylalanine-4-hydroxylase	E	Amino acid transport and metabolism
KKOIIGHA_00716	COG2154	441757	3.31e-41	42.708	PhhB	Pterin-4a-carbinolamine dehydratase	H	Coenzyme transport and metabolism
KKOIIGHA_00717	COG1448	441057	0.0	58.838	TyrB	Aspartate/aromatic aminotransferase	E	Amino acid transport and metabolism
KKOIIGHA_00718	COG2907	442151	0.002	52.632	Ppro0129	Predicted flavin-containing amine oxidase	R	General function prediction only
KKOIIGHA_00720	COG0590	440355	1.38e-50	36.424	TadA	tRNA(Arg) A34 adenosine deaminase TadA	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00721	COG1597	441205	4.74e-82	40.678	LCB5	Phosphatidylglycerol kinase, diacylglycerol kinase family	I	Lipid transport and metabolism
KKOIIGHA_00722	COG2814	442063	1.26e-29	32.831	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
KKOIIGHA_00723	COG1285	440896	1.29e-58	40.437	SapB	Magnesium uptake protein YhiD/SapB, involved in acid resistance	P	Inorganic ion transport and metabolism
KKOIIGHA_00724	COG2116	441719	9.15e-68	28.906	FocA	Formate/nitrite transporter FocA, FNT family	P	Inorganic ion transport and metabolism
KKOIIGHA_00725	COG0119	439889	1.02e-135	28.656	LeuA	Isopropylmalate/homocitrate/citramalate synthases	E	Amino acid transport and metabolism
KKOIIGHA_00726	COG1522	441131	4.78e-58	47.143	Lrp	DNA-binding transcriptional regulator, Lrp family	K	Transcription
KKOIIGHA_00727	COG1359	440970	3.83e-19	32.927	YgiN	Quinol monooxygenase YgiN	C	Energy production and conversion
KKOIIGHA_00728	COG0456	440224	2.27e-20	37.778	RimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00729	COG2271	441872	5.91e-23	26.486	UhpC	Sugar phosphate permease	G	Carbohydrate transport and metabolism
KKOIIGHA_00730	COG3773	442987	8.68e-46	45.113	CwlJ	Cell wall hydrolase CwlJ, involved in spore germination	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_00731	COG1794	441399	8.35e-122	53.509	RacX	Amino acid racemase YgeA	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00734	COG5342	444126	3.4e-49	37.576	IalB	Invasion protein IalB, involved in pathogenesis	R	General function prediction only
KKOIIGHA_00735	COG0308	440077	0.0	37.409	PepN	Aminopeptidase N, contains DUF3458 domain	E	Amino acid transport and metabolism
KKOIIGHA_00736	COG2832	442080	2.14e-43	44.262	YbaN	Uncharacterized membrane protein YbaN, DUF454 family	S	Function unknown
KKOIIGHA_00737	COG1666	441272	2.17e-91	62.112	YajQ	Cyclic di-GMP-binding protein YajQ, UPF0234 family	T	Signal transduction mechanisms
KKOIIGHA_00738	COG0456	440224	4.96e-23	39.362	RimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00739	COG0189	439959	1.95e-63	25.974	LysX	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	E	Amino acid transport and metabolism
KKOIIGHA_00741	COG3139	442373	5.3e-36	46.154	YeaC	Uncharacterized conserved protein YeaC, DUF1315 family	S	Function unknown
KKOIIGHA_00742	COG0705	440469	3.13e-39	35.0	GlpG	Membrane-associated serine protease, rhomboid family	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_00743	COG0622	440387	0.001	29.762	YfcE	Mn2+-dependent phosphodiesterase, calcineurin family	R	General function prediction only
KKOIIGHA_00744	COG0061	439831	1.04e-130	43.902	NadK	NAD kinase	H	Coenzyme transport and metabolism
KKOIIGHA_00745	COG3782	442996	1.4e-85	40.132		Uncharacterized conserved protein, DUF1853 domain	S	Function unknown
KKOIIGHA_00746	COG1063	440683	4.14e-123	40.116	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
KKOIIGHA_00747	COG0697	440461	7.48e-16	26.298	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
KKOIIGHA_00750	COG1047	440668	1.7e-68	55.072	SlpA	Peptidyl-prolyl cis-trans isomerase, FKBP type	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_00751	COG0558	440324	5.37e-15	26.486	PgsA	Phosphatidylglycerophosphate synthase	I	Lipid transport and metabolism
KKOIIGHA_00752	COG1249	440861	7.98e-178	43.08	Lpd	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	C	Energy production and conversion
KKOIIGHA_00753	COG0225	439995	3.04e-105	55.294	MsrA	Peptide methionine sulfoxide reductase MsrA	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_00754	COG2814	442063	4.43e-36	32.286	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
KKOIIGHA_00755	COG0583	440348	1.15e-64	32.542	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_00756	COG0791	440554	1.97e-50	40.678	NlpC	Cell wall-associated hydrolase, NlpC_P60 family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00757	COG3903	443109	0.000217	13.314		Predicted ATPase	R	General function prediction only
KKOIIGHA_00758	COG0160	439930	0.0	49.535	ArgD	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase/amino acid racemase	E	Amino acid transport and metabolism
KKOIIGHA_00759	COG2261	441862	6.3e-10	41.667	YeaQ	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	R	General function prediction only
KKOIIGHA_00760	COG3803	443016	7e-91	60.221		Uncharacterized conserved protein, DUF924 family	S	Function unknown
KKOIIGHA_00761	COG4146	443317	4.15e-175	46.903	YidK	Uncharacterized membrane permease YidK, sodium:solute symporter family	R	General function prediction only
KKOIIGHA_00762	COG3106	442340	0.0	60.085	YcjX	Ras-like GTP-binding stress-induced protein YcjX,  DUF463 family	T	Signal transduction mechanisms
KKOIIGHA_00763	COG3768	442982	1.25e-76	43.35	YcjF	Uncharacterized membrane protein YcjF, UPF0283 family	S	Function unknown
KKOIIGHA_00764	COG0589	440354	4.24e-39	43.448	UspA	Nucleotide-binding universal stress protein,  UspA family	T	Signal transduction mechanisms
KKOIIGHA_00766	COG3383	442610	0.0	46.098	ForC	Mo-containing formate dehydrogenase ForCE, catalytic subunit	C	Energy production and conversion
KKOIIGHA_00767	COG1894	441498	0.0	53.477	NuoF	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	C	Energy production and conversion
KKOIIGHA_00768	COG1905	441509	7.63e-74	40.667	NuoE	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	C	Energy production and conversion
KKOIIGHA_00769	COG2910	442154	5.68e-36	32.85	YwnB	Putative NADH-flavin reductase	R	General function prediction only
KKOIIGHA_00770	COG4776	443808	0.0	61.051	Rnb	Exoribonuclease II	K	Transcription
KKOIIGHA_00771	COG2931	442175	5.27e-06	21.339		Ca2+-binding protein, RTX toxin-related	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_00772	COG2208	441810	3.49e-55	25.29	RsbU	Phosphoserine phosphatase RsbU, regulator of sigma subunit	T	Signal transduction mechanisms
KKOIIGHA_00775	COG2199	441801	6.34e-54	33.463	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_00776	COG0074	439844	0.0	72.028	SucD	Succinyl-CoA synthetase, alpha subunit	C	Energy production and conversion
KKOIIGHA_00777	COG0045	439815	0.0	67.268	SucC	Succinyl-CoA synthetase, beta subunit	C	Energy production and conversion
KKOIIGHA_00778	COG1249	440861	0.0	52.665	Lpd	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	C	Energy production and conversion
KKOIIGHA_00779	COG0508	440274	7.57e-28	44.737	AceF	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	C	Energy production and conversion
KKOIIGHA_00780	COG0567	440333	0.0	63.124	SucA	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes	C	Energy production and conversion
KKOIIGHA_00781	COG0479	440247	4.14e-125	48.918	SdhB	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	C	Energy production and conversion
KKOIIGHA_00782	COG0029	439800	3.68e-177	38.674	NadB	Aspartate oxidase	H	Coenzyme transport and metabolism
KKOIIGHA_00783	COG2142	441745	1.93e-30	34.862	SdhD	Succinate dehydrogenase, hydrophobic anchor subunit	C	Energy production and conversion
KKOIIGHA_00784	COG2009	441612	6.02e-41	49.6	SdhC	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit	C	Energy production and conversion
KKOIIGHA_00785	COG0372	440141	0.0	54.522	GltA	Citrate synthase	C	Energy production and conversion
KKOIIGHA_00789	COG0008	439779	0.0	45.073	GlnS	Glutamyl- or glutaminyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00790	COG0300	440069	2.43e-29	27.966	YqjQ	Short-chain dehydrogenase	R	General function prediction only
KKOIIGHA_00791	COG0583	440348	1.03e-62	34.797	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_00792	COG1396	441006	7.23e-16	40.278	HipB	Transcriptional regulator, contains XRE-family HTH domain	K	Transcription
KKOIIGHA_00794	COG3185	442418	3.64e-176	52.924	HppD	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	E	Amino acid transport and metabolism
KKOIIGHA_00795	COG1279	440890	3.44e-51	51.256	ArgO	Arginine exporter protein ArgO	E	Amino acid transport and metabolism
KKOIIGHA_00796	COG0583	440348	1.71e-40	26.871	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_00797	COG1063	440683	2.95e-89	31.202	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
KKOIIGHA_00798	COG0011	439782	4.62e-44	46.875	YqgV	Thiamin-binding stress-response protein YqgV, UPF0045 family	H	Coenzyme transport and metabolism
KKOIIGHA_00799	COG2230	441831	7.19e-80	60.51	Cfa	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	I	Lipid transport and metabolism
KKOIIGHA_00800	COG1846	441451	1.69e-28	31.884	MarR	DNA-binding transcriptional regulator, MarR family	K	Transcription
KKOIIGHA_00801	COG2346	441915	2.39e-34	38.655	YjbI	Truncated hemoglobin YjbI	P	Inorganic ion transport and metabolism
KKOIIGHA_00802	COG0412	440181	1.5e-28	28.0	DLH	Dienelactone hydrolase	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_00803	COG1628	441235	1.24e-68	43.617		Endonuclease V homolog, UPF0215 family	R	General function prediction only
KKOIIGHA_00804	COG0514	440280	2.03e-177	49.008	RecQ	Superfamily II DNA helicase RecQ	L	Replication, recombination and repair
KKOIIGHA_00805	COG2824	442072	1.45e-75	69.643	PhnA	Uncharacterized Zn-ribbon-containing protein	R	General function prediction only
KKOIIGHA_00806	COG0583	440348	3.18e-70	31.959	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_00807	COG2828	442076	0.0	52.381	PrpF	2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)	C	Energy production and conversion
KKOIIGHA_00808	COG3181	442414	1.03e-26	27.358	TctC	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	C	Energy production and conversion
KKOIIGHA_00809	COG3333	442562	1.09e-160	40.041		TctA family transporter	R	General function prediction only
KKOIIGHA_00810	COG3180	442413	4.75e-87	44.413	AbrB	Uncharacterized membrane protein AbrB, regulator of aidB expression	R	General function prediction only
KKOIIGHA_00811	COG2199	441801	2.6e-47	32.0	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_00813	COG1875	441479	0.0	44.301	YlaK	Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains	R	General function prediction only
KKOIIGHA_00814	COG0272	440042	0.003	29.268	Lig	NAD-dependent DNA ligase	L	Replication, recombination and repair
KKOIIGHA_00815	COG2230	441831	6.27e-08	22.656	Cfa	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	I	Lipid transport and metabolism
KKOIIGHA_00816	COG2205	441807	5.63e-83	41.25	KdpD	K+-sensing histidine kinase KdpD	T	Signal transduction mechanisms
KKOIIGHA_00817	COG5001	444025	1.6e-148	36.0		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
KKOIIGHA_00818	COG0800	440563	1.34e-93	46.602	Eda	2-keto-3-deoxy-6-phosphogluconate aldolase	G	Carbohydrate transport and metabolism
KKOIIGHA_00819	COG0363	440132	8.72e-42	30.472	NagB	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	G	Carbohydrate transport and metabolism
KKOIIGHA_00820	COG0364	440133	0.0	56.627	Zwf	Glucose-6-phosphate 1-dehydrogenase	G	Carbohydrate transport and metabolism
KKOIIGHA_00821	COG1737	441343	1.67e-94	41.404	RpiR	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	K	Transcription
KKOIIGHA_00822	COG3221	442454	3.31e-74	36.26	PhnD	ABC-type phosphate/phosphonate transport system, periplasmic component	P	Inorganic ion transport and metabolism
KKOIIGHA_00823	COG3638	442855	3.71e-56	40.93	PhnC	ABC-type phosphate/phosphonate transport system, ATPase component	P	Inorganic ion transport and metabolism
KKOIIGHA_00824	COG3639	442856	9.39e-32	31.602	PhnE	ABC-type phosphate/phosphonate transport system, permease component	P	Inorganic ion transport and metabolism
KKOIIGHA_00826	COG2847	442095	9.74e-40	40.157		Copper(I)-binding protein	P	Inorganic ion transport and metabolism
KKOIIGHA_00827	COG1999	441602	4.51e-58	39.744	Sco1	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_00828	COG0664	440428	3.69e-23	34.146	Crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	T	Signal transduction mechanisms
KKOIIGHA_00829	COG0664	440428	2.17e-08	42.857	Crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	T	Signal transduction mechanisms
KKOIIGHA_00830	COG1971	441574	6.27e-65	48.901	MntP	Putative Mn2+ efflux pump MntP	P	Inorganic ion transport and metabolism
KKOIIGHA_00832	COG0204	439974	1.2e-36	33.803	PlsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	I	Lipid transport and metabolism
KKOIIGHA_00833	COG0236	440006	7.47e-13	33.735	AcpP	Acyl carrier protein	I	Lipid transport and metabolism
KKOIIGHA_00834	COG4648	443686	9.32e-46	45.652		Uncharacterized membrane protein	S	Function unknown
KKOIIGHA_00835	COG4258	443400	9.44e-54	37.255		Predicted exporter	R	General function prediction only
KKOIIGHA_00836	COG0644	440409	1.66e-44	24.765	FixC	Dehydrogenase (flavoprotein)	C	Energy production and conversion
KKOIIGHA_00838	COG0304	440073	4.07e-73	36.165	FabB	3-oxoacyl-(acyl-carrier-protein) synthase	I	Lipid transport and metabolism
KKOIIGHA_00839	COG4706	443741	1.13e-52	44.898		Predicted 3-hydroxylacyl-ACP dehydratase, HotDog domain	I	Lipid transport and metabolism
KKOIIGHA_00840	COG1028	440651	1.83e-84	44.578	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
KKOIIGHA_00841	COG0840	440602	0.006	34.211	Tar	Methyl-accepting chemotaxis protein (MCP)	T	Signal transduction mechanisms
KKOIIGHA_00842	COG1352	440963	1.83e-99	43.542	CheR	Methylase of chemotaxis methyl-accepting proteins	T	Signal transduction mechanisms
KKOIIGHA_00843	COG2201	441803	4.64e-104	56.771	CheB	Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains	T	Signal transduction mechanisms
KKOIIGHA_00844	COG0784	440547	1.4e-43	41.27	CheY	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F	T	Signal transduction mechanisms
KKOIIGHA_00845	COG3143	442377	3.66e-94	56.164	CheZ	Phosphoaspartate phosphatase CheZ, dephosphorylates CheY~P	N	Cell motility
KKOIIGHA_00846	COG1377	440987	0.0	53.824	FlhB	Flagellar biosynthesis protein FlhB	N	Cell motility
KKOIIGHA_00847	COG1298	440909	0.0	59.911	FlhA	Flagellar biosynthesis protein FlhA	N	Cell motility
KKOIIGHA_00848	COG1419	441029	7.99e-118	35.797	FlhF	Flagellar biosynthesis GTPase FlhF	N	Cell motility
KKOIIGHA_00849	COG0455	440223	0.004	28.125	FlhG	MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_00851	COG1191	440804	1.11e-85	48.052	FliA	DNA-directed RNA polymerase specialized sigma subunit	K	Transcription
KKOIIGHA_00852	COG3009	442246	1.49e-45	37.43	PqiC	Intermembrane transporter PqiABC lipoprotein subunit PqiC	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00853	COG3008	442245	0.0	46.995	PqiB	Intermembrane transporter PqiABC subunit PqiB	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00854	COG2995	442234	7.8e-85	57.619	PqiA	Intermembrane transporter PqiABC subunit PqiA	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00855	COG0530	440296	1.3e-92	51.678	ECM27	Ca2+/Na+ antiporter	P	Inorganic ion transport and metabolism
KKOIIGHA_00856	COG1271	440882	0.0	55.982	AppC	Cytochrome bd-type quinol oxidase, subunit 1	C	Energy production and conversion
KKOIIGHA_00857	COG1294	440905	4.44e-113	49.401	AppB	Cytochrome bd-type quinol oxidase, subunit 2	C	Energy production and conversion
