"","locus_tag","ftype","length_bp","gene","EC_number","COG","product","KO_ID"
"763","KKOIIGHA_01166","CDS",657,"mqnB","3.2.2.26","","Futalosine hydrolase","K01243"
"764","KKOIIGHA_01170","CDS",1857,"phaC_2","2.3.1.-","COG3243","Poly(3-hydroxyalkanoate) polymerase subunit PhaC","K03821"
"765","KKOIIGHA_01172","CDS",1014,"","","","hypothetical protein","K03119"
"766","KKOIIGHA_01173","CDS",2283,"recD","5.6.2.3","COG0507","RecBCD enzyme subunit RecD","K03581"
"767","KKOIIGHA_01174","CDS",3753,"recB","3.1.11.5","COG1074","RecBCD enzyme subunit RecB","K03582"
"768","KKOIIGHA_01175","CDS",3675,"recC","","COG1330","RecBCD enzyme subunit RecC","K03583"
"769","KKOIIGHA_01178","CDS",1518,"lcfB","6.2.1.3","COG0318","Long-chain-fatty-acid--CoA ligase","K18661"
"770","KKOIIGHA_01179","CDS",1362,"","","","hypothetical protein","K01578"
"771","KKOIIGHA_01180","CDS",1323,"dctM_4","","","C4-dicarboxylate TRAP transporter large permease protein DctM","K11690"
"772","KKOIIGHA_01182","CDS",993,"","","COG1638","Solute-binding protein","K11688"
"773","KKOIIGHA_01184","CDS",1476,"ydiU","2.7.7.-","","Protein nucleotidyltransferase YdiU","K08997"
"774","KKOIIGHA_01185","CDS",1500,"mmsA","1.2.1.27","","Methylmalonate-semialdehyde dehydrogenase [acylating]","K00140"
"775","KKOIIGHA_01188","CDS",1695,"ilvD_2","4.2.1.9","COG0129","Dihydroxy-acid dehydratase","K01687"
"776","KKOIIGHA_01191","CDS",1104,"mdh","1.1.1.37","","Malate dehydrogenase","K00024"
"777","KKOIIGHA_01194","CDS",1461,"bcaP_1","","COG0531","Branched-chain amino acid permease BcaP","K16238"
"778","KKOIIGHA_01195","CDS",1383,"ipuC","6.3.2.-","","Glutamate--isopropylamine ligase","K01915"
"779","KKOIIGHA_01200","CDS",954,"corA","","COG0598","Magnesium transport protein CorA","K03284"
"780","KKOIIGHA_01202","CDS",729,"hisM","","COG4160","Histidine/lysine/arginine/ornithine transport system permease protein HisM","K10023"
"781","KKOIIGHA_01205","CDS",993,"astE","3.5.1.96","","Succinylglutamate desuccinylase","K05526"
"782","KKOIIGHA_01207","CDS",612,"","1.6.5.2","","NAD(P)H dehydrogenase (quinone)","K03809"
"783","KKOIIGHA_01208","CDS",567,"blc","","COG3040","Outer membrane lipoprotein Blc","K03098"
"784","KKOIIGHA_01210","CDS",1077,"dmlA","1.1.1.83","COG0473","D-malate dehydrogenase [decarboxylating]","K07246"
"785","KKOIIGHA_01212","CDS",1314,"mgs","2.4.1.337","","Alpha-monoglucosyldiacylglycerol synthase","K19002"
"786","KKOIIGHA_01214","CDS",930,"","","","hypothetical protein","K02002"
"787","KKOIIGHA_01216","CDS",888,"gcvA_1","","COG0583","Glycine cleavage system transcriptional activator","K03566"
"788","KKOIIGHA_01221","CDS",663,"pmrA","","","Response regulator protein PmrA","K07666"
"789","KKOIIGHA_01222","CDS",1440,"qseC_1","2.7.13.3","COG0642","Sensor protein QseC","K07645"
"790","KKOIIGHA_01223","CDS",804,"mtfA","3.4.11.-","COG3228","Mlc titration factor A","K09933"
"791","KKOIIGHA_01225","CDS",708,"clcD","3.1.1.45","COG0412","Carboxymethylenebutenolidase","K01061"
"792","KKOIIGHA_01227","CDS",288,"glcB_1","2.3.3.9","COG2225","Malate synthase G","K01638"
"793","KKOIIGHA_01228","CDS",303,"","","","hypothetical protein","K04061"
"794","KKOIIGHA_01231","CDS",396,"fliS","","","Flagellar secretion chaperone FliS","K02422"
"795","KKOIIGHA_01232","CDS",1389,"fliD","","COG1345","Flagellar hook-associated protein 2","K02407"
"796","KKOIIGHA_01236","CDS",1215,"yycB","","COG2807","putative transporter YycB","K03449"
"797","KKOIIGHA_01237","CDS",1056,"ansA","3.5.1.1","COG0252","L-asparaginase 1","K01424"
"798","KKOIIGHA_01240","CDS",867,"fliC2","","","Flagellin 2","K02406"
"799","KKOIIGHA_01248","CDS",330,"fliE","","","Flagellar hook-basal body complex protein FliE","K02408"
"800","KKOIIGHA_01249","CDS",1803,"fliF","","","Flagellar M-ring protein","K02409"
"801","KKOIIGHA_01250","CDS",996,"fliG","","COG1536","Flagellar motor switch protein FliG","K02410"
"802","KKOIIGHA_01251","CDS",771,"fliH","","","Flagellar assembly protein FliH","K02411"
"803","KKOIIGHA_01252","CDS",1419,"fliI","7.1.2.2","","Flagellum-specific ATP synthase","K02412"
"804","KKOIIGHA_01254","CDS",1401,"","","","hypothetical protein","K02414"
"805","KKOIIGHA_01255","CDS",489,"","","","hypothetical protein","K02415"
"806","KKOIIGHA_01256","CDS",1041,"fliM","","COG1868","Flagellar motor switch protein FliM","K02416"
"807","KKOIIGHA_01257","CDS",510,"fliN","","COG1886","Flagellar motor switch protein FliN","K02417"
"808","KKOIIGHA_01258","CDS",411,"fliO","","","Flagellar protein FliO","K02418"
"809","KKOIIGHA_01259","CDS",774,"fliP","","","Flagellar biosynthetic protein FliP","K02419"
"810","KKOIIGHA_01260","CDS",270,"fliQ","","COG1987","Flagellar biosynthetic protein FliQ","K02420"
"811","KKOIIGHA_01261","CDS",786,"fliR","","","Flagellar biosynthetic protein FliR","K02421"
"812","KKOIIGHA_01262","CDS",1212,"","","","hypothetical protein","K02397"
"813","KKOIIGHA_01263","CDS",1626,"flgK","","COG1256","Flagellar hook-associated protein 1","K02396"
"814","KKOIIGHA_01264","CDS",1065,"flgJ","3.2.1.-","","Peptidoglycan hydrolase FlgJ","K02395"
"815","KKOIIGHA_01265","CDS",1134,"flgI","","","Flagellar P-ring protein","K02394"
"816","KKOIIGHA_01266","CDS",693,"flgH","","","Flagellar L-ring protein","K02393"
"817","KKOIIGHA_01267","CDS",783,"flgG","","","Flagellar basal-body rod protein FlgG","K02392"
"818","KKOIIGHA_01268","CDS",756,"flgF","","","Flagellar basal-body rod protein FlgF","K02391"
"819","KKOIIGHA_01269","CDS",1530,"","","","hypothetical protein","K02390"
"820","KKOIIGHA_01270","CDS",681,"flgD","","","Basal-body rod modification protein FlgD","K02389"
"821","KKOIIGHA_01271","CDS",408,"flgC","","","Flagellar basal-body rod protein FlgC","K02388"
"822","KKOIIGHA_01272","CDS",414,"flgB","","","Flagellar basal body rod protein FlgB","K02387"
"823","KKOIIGHA_01273","CDS",726,"flgA","","","Flagella basal body P-ring formation protein FlgA","K02386"
"824","KKOIIGHA_01277","CDS",696,"queC","6.3.4.20","COG0603","7-cyano-7-deazaguanine synthase","K06920"
"825","KKOIIGHA_01278","CDS",651,"queE","4.3.99.3","COG0602","7-carboxy-7-deazaguanine synthase","K10026"
"826","KKOIIGHA_01280","CDS",297,"","","","hypothetical protein","K06940"
"827","KKOIIGHA_01281","CDS",1836,"ppiD","","COG0760","Periplasmic chaperone PpiD","K03770"
"828","KKOIIGHA_01282","CDS",273,"hupB","","","DNA-binding protein HU-beta","K03530"
"829","KKOIIGHA_01283","CDS",2409,"lon_2","","","Lon protease","K01338"
"830","KKOIIGHA_01284","CDS",1278,"clpX","","COG1219","ATP-dependent Clp protease ATP-binding subunit ClpX","K03544"
"831","KKOIIGHA_01285","CDS",621,"clpP1","3.4.21.92","","ATP-dependent Clp protease proteolytic subunit 1","K01358"
"832","KKOIIGHA_01286","CDS",1353,"tig","5.2.1.8","COG0544","Trigger factor","K03545"
"833","KKOIIGHA_01291","CDS",870,"folD_1","","","Bifunctional protein FolD protein","K01491"
"834","KKOIIGHA_01292","CDS",468,"luxS","4.4.1.21","","S-ribosylhomocysteine lyase","K07173"
"835","KKOIIGHA_01293","CDS",726,"mtnN","3.2.2.9","COG0775","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase","K01243"
"836","KKOIIGHA_01294","CDS",1380,"cysS","6.1.1.16","COG0215","Cysteine--tRNA ligase","K01883"
"837","KKOIIGHA_01295","CDS",1680,"glnS","6.1.1.18","","Glutamine--tRNA ligase","K01886"
"838","KKOIIGHA_01296","CDS",495,"ppiB","5.2.1.8","COG0652","Peptidyl-prolyl cis-trans isomerase B","K03768"
"839","KKOIIGHA_01297","CDS",735,"lpxH","3.6.1.54","","UDP-2,3-diacylglucosamine hydrolase","K03269"
"840","KKOIIGHA_01299","CDS",627,"miaE","1.14.99.69","COG4445","tRNA 2-(methylsulfanyl)-N(6)-isopentenyladenosine(37) hydroxylase","K06169"
"841","KKOIIGHA_01300","CDS",453,"","","","hypothetical protein","K06938"
"842","KKOIIGHA_01301","CDS",2604,"acnB","4.2.1.3","COG1049","Aconitate hydratase B","K01682"
"843","KKOIIGHA_01302","CDS",486,"","4.1.3.17","","Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase","K02553"
"844","KKOIIGHA_01303","CDS",1833,"","","","hypothetical protein","K01126"
"845","KKOIIGHA_01304","CDS",2373,"ppsA","2.7.9.2","","Phosphoenolpyruvate synthase","K01007"
"846","KKOIIGHA_01305","CDS",834,"ppsR","2.7.11.33","COG1806","Phosphoenolpyruvate synthase regulatory protein","K09773"
"847","KKOIIGHA_01306","CDS",1383,"mepA","","COG0534","Multidrug export protein MepA","K26937"
"848","KKOIIGHA_01307","CDS",573,"yajL","3.1.2.-","COG0693","Protein/nucleic acid deglycase 3","K03152"
"849","KKOIIGHA_01309","CDS",903,"mmsB","1.1.1.31","","3-hydroxyisobutyrate dehydrogenase","K00020"
"850","KKOIIGHA_01313","CDS",1713,"fadD3","6.2.1.41","COG0318","3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase","K00666"
"851","KKOIIGHA_01314","CDS",579,"hpt","2.4.2.8","","Hypoxanthine-guanine phosphoribosyltransferase","K00760"
"852","KKOIIGHA_01315","CDS",1236,"","","","hypothetical protein","K16052"
"853","KKOIIGHA_01316","CDS",1035,"nagZ","3.2.1.52","","Beta-hexosaminidase","K01207"
"854","KKOIIGHA_01319","CDS",642,"lexA_2","3.4.21.88","","LexA repressor","K01356"
"855","KKOIIGHA_01320","CDS",1047,"dinB","2.7.7.7","COG0389","DNA polymerase IV","K02346"
"856","KKOIIGHA_01321","CDS",852,"purU_2","3.5.1.10","COG0788","Formyltetrahydrofolate deformylase","K01433"
"857","KKOIIGHA_01322","CDS",1584,"rnj","3.1.-.-","","Ribonuclease J","K12574"
"858","KKOIIGHA_01324","CDS",993,"moaA","4.1.99.22","COG2896","GTP 3',8-cyclase","K03639"
"859","KKOIIGHA_01325","CDS",453,"moaE","2.8.1.12","COG0314","Molybdopterin synthase catalytic subunit","K03635"
"860","KKOIIGHA_01326","CDS",807,"","","","hypothetical protein","K03637"
"861","KKOIIGHA_01327","CDS",1245,"pyrP","","COG2233","Uracil permease","K02824"
"862","KKOIIGHA_01328","CDS",630,"upp","2.4.2.9","","Uracil phosphoribosyltransferase","K00761"
"863","KKOIIGHA_01329","CDS",693,"ung","3.2.2.27","COG0692","Uracil-DNA glycosylase","K03648"
"864","KKOIIGHA_01330","CDS",501,"gpt","2.4.2.-","COG2236","Xanthine-guanine phosphoribosyltransferase","K00769"
"865","KKOIIGHA_01331","CDS",549,"apt","2.4.2.7","","Adenine phosphoribosyltransferase","K00759"
"866","KKOIIGHA_01332","CDS",1314,"adeP","","COG2252","Adenine permease AdeP","K06901"
"867","KKOIIGHA_01333","CDS",615,"ribC","2.5.1.9","COG0307","Riboflavin synthase","K00793"
"868","KKOIIGHA_01334","CDS",1044,"metN","7.4.2.11","COG1135","Methionine import ATP-binding protein MetN","K02071"
"869","KKOIIGHA_01335","CDS",654,"metI","","COG2011","D-methionine transport system permease protein MetI","K02072"
"870","KKOIIGHA_01336","CDS",798,"metQ","","COG1464","D-methionine-binding lipoprotein MetQ","K02073"
"871","KKOIIGHA_01337","CDS",465,"msrC","1.8.4.14","COG1956","Free methionine-R-sulfoxide reductase","K08968"
"872","KKOIIGHA_01341","CDS",807,"glpR","","COG1349","Glycerol-3-phosphate regulon repressor","K02444"
"873","KKOIIGHA_01342","CDS",1512,"glpD","1.1.5.3","COG0578","Aerobic glycerol-3-phosphate dehydrogenase","K00111"
"874","KKOIIGHA_01344","CDS",1398,"fumC2","4.2.1.2","","Fumarate hydratase class II 2","K01679"
"875","KKOIIGHA_01346","CDS",702,"hda","","COG0593","DnaA regulatory inactivator Hda","K10763"
"876","KKOIIGHA_01348","CDS",1077,"purM","6.3.3.1","COG0150","Phosphoribosylformylglycinamidine cyclo-ligase","K01933"
"877","KKOIIGHA_01349","CDS",732,"purN","2.1.2.2","COG0299","Phosphoribosylglycinamide formyltransferase","K11175"
"878","KKOIIGHA_01350","CDS",567,"dcd","3.5.4.13","","dCTP deaminase","K01494"
"879","KKOIIGHA_01351","CDS",804,"mrp","","COG0489","Iron-sulfur cluster carrier protein","K03593"
"880","KKOIIGHA_01354","CDS",414,"arfB","3.1.1.29","COG1186","Peptidyl-tRNA hydrolase ArfB","K15034"
"881","KKOIIGHA_01358","CDS",621,"","","","hypothetical protein","K07059"
"882","KKOIIGHA_01360","CDS",1473,"thiI","2.8.1.4","COG0301","tRNA sulfurtransferase","K03151"
"883","KKOIIGHA_01361","CDS",2043,"metG","6.1.1.10","","Methionine--tRNA ligase","K01874"
"884","KKOIIGHA_01362","CDS",954,"rsxB_1","7.-.-.-","","Ion-translocating oxidoreductase complex subunit B","K03616"
"885","KKOIIGHA_01363","CDS",639,"nth","4.2.99.18","COG0177","Endonuclease III","K10773"
"886","KKOIIGHA_01365","CDS",945,"cbpA","","COG0484","Curved DNA-binding protein","K05516"
"887","KKOIIGHA_01367","CDS",666,"","","","hypothetical protein","K00799"
"888","KKOIIGHA_01369","CDS",1221,"argG","6.3.4.5","COG0137","Argininosuccinate synthase","K01940"
"889","KKOIIGHA_01370","CDS",663,"rnt","3.1.13.-","","Ribonuclease T","K03683"
"890","KKOIIGHA_01371","CDS",345,"grxD","","COG0278","Glutaredoxin 4","K07390"
"891","KKOIIGHA_01372","CDS",918,"argF","2.1.3.3","","Ornithine carbamoyltransferase 1, anabolic","K00611"
"892","KKOIIGHA_01376","CDS",1824,"dmdC_1","1.3.99.41","COG1960","3-methylmercaptopropionyl-CoA dehydrogenase","K20035"
"893","KKOIIGHA_01378","CDS",735,"dinG_2","3.1.-.-","","3'-5' exonuclease DinG","K02342"
"894","KKOIIGHA_01379","CDS",1911,"","","","hypothetical protein","K07182"
"895","KKOIIGHA_01380","CDS",870,"cysG","","","Siroheme synthase","K02302"
"896","KKOIIGHA_01381","CDS",1461,"","","","hypothetical protein","K03308"
"897","KKOIIGHA_01382","CDS",663,"nagL","5.2.1.4","","Maleylpyruvate isomerase","K01800"
"898","KKOIIGHA_01384","CDS",657,"ktrA","","COG0569","Ktr system potassium uptake protein A","K03499"
"899","KKOIIGHA_01385","CDS",1365,"ktrB","","COG0168","Ktr system potassium uptake protein B","K03498"
"900","KKOIIGHA_01386","CDS",2862,"","","","hypothetical protein","K18930"
"901","KKOIIGHA_01387","CDS",681,"","","","putative protein","K00782"
"902","KKOIIGHA_01388","CDS",1443,"lutB","","COG1139","Lactate utilization protein B","K18929"
"903","KKOIIGHA_01389","CDS",756,"lutA","","COG0247","Lactate utilization protein A","K18928"
"904","KKOIIGHA_01390","CDS",786,"pdhR","","COG2186","Pyruvate dehydrogenase complex repressor","K05799"
"905","KKOIIGHA_01391","CDS",2265,"sasA_1","2.7.13.3","","Adaptive-response sensory-kinase SasA","K10125"
"906","KKOIIGHA_01392","CDS",1392,"dctD_2","","COG2204","C4-dicarboxylate transport transcriptional regulatory protein DctD","K10126"
"907","KKOIIGHA_01395","CDS",1341,"","","","hypothetical protein","K03308"
"908","KKOIIGHA_01396","CDS",2052,"prlC","3.4.24.70","","Oligopeptidase A","K01414"
"909","KKOIIGHA_01397","CDS",249,"","","","hypothetical protein","K07070"
"910","KKOIIGHA_01398","CDS",528,"sodC1","1.15.1.1","","Superoxide dismutase [Cu-Zn] 1","K04565"
"911","KKOIIGHA_01399","CDS",1383,"dctM_5","","","C4-dicarboxylate TRAP transporter large permease protein DctM","K11690"
"912","KKOIIGHA_01400","CDS",561,"","","","hypothetical protein","K11689"
"913","KKOIIGHA_01401","CDS",999,"dctP_2","","COG1638","C4-dicarboxylate-binding periplasmic protein DctP","K11688"
"914","KKOIIGHA_01402","CDS",840,"metF","1.5.1.54","COG0685","5,10-methylenetetrahydrofolate reductase","K00297"
"915","KKOIIGHA_01403","CDS",948,"czcD","","COG1230","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","K16264"
"916","KKOIIGHA_01409","CDS",2316,"silP","7.2.2.15","","Silver exporting P-type ATPase","K17686"
"917","KKOIIGHA_01413","CDS",1257,"nhaP","","","Na(+)/H(+) antiporter NhaP","K03316"
"918","KKOIIGHA_01414","CDS",1413,"ahcY","3.13.2.1","","Adenosylhomocysteinase","K01251"
"919","KKOIIGHA_01416","CDS",1221,"metK","2.5.1.6","COG0192","S-adenosylmethionine synthase","K00789"
"920","KKOIIGHA_01417","CDS",1995,"tktA","2.2.1.1","COG0021","Transketolase 1","K00615"
"921","KKOIIGHA_01418","CDS",1053,"fbaB","4.1.2.13","COG1830","Fructose-bisphosphate aldolase class 1","K11645"
"922","KKOIIGHA_01419","CDS",1503,"","","","hypothetical protein","K07793"
"923","KKOIIGHA_01421","CDS",996,"","","","hypothetical protein","K07795"
"924","KKOIIGHA_01423","CDS",951,"yngG","4.1.3.4","COG0119","Hydroxymethylglutaryl-CoA lyase YngG","K01640"
"925","KKOIIGHA_01424","CDS",1410,"glnG","","COG2204","DNA-binding transcriptional regulator NtrC","K07712"
"926","KKOIIGHA_01425","CDS",1044,"glnL","2.7.13.3","COG3852","Sensory histidine kinase/phosphatase NtrB","K07708"
"927","KKOIIGHA_01427","CDS",1410,"glnA","6.3.1.2","","Glutamine synthetase","K01915"
"928","KKOIIGHA_01431","CDS",1827,"bipA","3.6.5.-","","Large ribosomal subunit assembly factor BipA","K06207"
"929","KKOIIGHA_01432","CDS",627,"ompW","","COG3047","Outer membrane protein W","K07275"
"930","KKOIIGHA_01435","CDS",297,"ygbF","3.1.-.-","COG0847","CRISPR-associated endoribonuclease Cas2","K09951"
"931","KKOIIGHA_01436","CDS",921,"ygbT_1","3.1.-.-","COG1518","CRISPR-associated endonuclease Cas1","K15342"
"932","KKOIIGHA_01437","CDS",693,"cse3","3.1.-.-","","CRISPR-associated endoribonuclease Cse3","K19126"
"933","KKOIIGHA_01438","CDS",756,"","","","hypothetical protein","K19125"
"934","KKOIIGHA_01439","CDS",1074,"casC_1","","COG1857","CRISPR system Cascade subunit CasC","K19124"
"935","KKOIIGHA_01441","CDS",1689,"","","","hypothetical protein","K19123"
"936","KKOIIGHA_01442","CDS",2685,"ygcB","3.1.-.-","COG1203","CRISPR-associated endonuclease/helicase Cas3","K07012"
"937","KKOIIGHA_01443","CDS",1896,"","","","hypothetical protein","K03821"
"938","KKOIIGHA_01447","CDS",723,"scaC","7.2.2.5","","Manganese import ATP-binding protein ScaC","K02074"
"939","KKOIIGHA_01448","CDS",897,"mntB","","COG1108","Manganese transport system membrane protein MntB","K02075"
"940","KKOIIGHA_01450","CDS",963,"aztC","","COG0803","High-affinity zinc uptake system protein AztC","K02077"
"941","KKOIIGHA_01451","CDS",666,"","","COG1136","putative ABC transporter ATP-binding protein","K02003"
"942","KKOIIGHA_01452","CDS",2511,"","","COG0577","putative ABC transporter permease protein","K02004"
"943","KKOIIGHA_01454","CDS",537,"gloA_1","4.4.1.5","","Lactoylglutathione lyase","K01759"
"944","KKOIIGHA_01458","CDS",963,"","","","hypothetical protein","K02002"
"945","KKOIIGHA_01460","CDS",633,"","1.11.1.24","COG0450","Peroxiredoxin","K24158"
"946","KKOIIGHA_01461","CDS",1377,"ntpB","","COG1156","V-type sodium ATPase subunit B","K02118"
"947","KKOIIGHA_01467","CDS",1890,"ntpA","7.2.2.1","COG1155","V-type sodium ATPase catalytic subunit A","K02117"
"948","KKOIIGHA_01468","CDS",1032,"ssuA","","COG0715","Putative aliphatic sulfonates-binding protein","K15553"
"949","KKOIIGHA_01469","CDS",762,"ssuC_1","","COG0600","Putative aliphatic sulfonates transport permease protein SsuC","K15554"
"950","KKOIIGHA_01472","CDS",1719,"cysI","1.8.1.2","COG0155","Sulfite reductase [NADPH] hemoprotein beta-component","K00381"
"951","KKOIIGHA_01473","CDS",1797,"cysJ","1.8.1.2","COG0369","Sulfite reductase [NADPH] flavoprotein alpha-component","K00380"
"952","KKOIIGHA_01475","CDS",594,"","","","hypothetical protein","K07232"
"953","KKOIIGHA_01479","CDS",498,"crtK-2","","COG3476","Tryptophan-rich protein TspO","K05770"
"954","KKOIIGHA_01480","CDS",1875,"","","","hypothetical protein","K03406"
"955","KKOIIGHA_01483","CDS",2979,"","1.17.1.9","","Putative formate dehydrogenase","K00123"
"956","KKOIIGHA_01486","CDS",930,"","","","hypothetical protein","K13936"
"957","KKOIIGHA_01488","CDS",1068,"hemE","4.1.1.37","","Uroporphyrinogen decarboxylase","K01599"
"958","KKOIIGHA_01489","CDS",747,"ribA_1","3.5.4.25","","GTP cyclohydrolase-2","K01497"
"959","KKOIIGHA_01490","CDS",660,"","","","hypothetical protein","K11068"
"960","KKOIIGHA_01491","CDS",456,"soxR","","COG0789","Redox-sensitive transcriptional activator SoxR","K13639"
"961","KKOIIGHA_01493","CDS",780,"djlA_1","","COG1076","Co-chaperone protein DjlA","K05801"
"962","KKOIIGHA_01494","CDS",1941,"dxs","2.2.1.7","","1-deoxy-D-xylulose-5-phosphate synthase","K01662"
"963","KKOIIGHA_01495","CDS",891,"ispA","2.5.1.10","COG0142","Farnesyl diphosphate synthase","K00795"
"964","KKOIIGHA_01496","CDS",294,"xseB","3.1.11.6","","Exodeoxyribonuclease 7 small subunit","K03602"
"965","KKOIIGHA_01497","CDS",1251,"serA","1.1.1.95","COG0111","D-3-phosphoglycerate dehydrogenase","K00058"
"966","KKOIIGHA_01498","CDS",2109,"pqqU","","COG4772","Pyrroloquinoline quinone transporter","K02014"
